date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,revenue,cost,gross_profit,forecast_error,absolute_forecast_error,gross_margin_pct,forecast_accuracy_pct,inventory_gap,replenishment_risk,inventory_coverage_days,year,month,month_name,day_of_week,day_of_week_num
2024-03-12,SKU_1,WH_1,SUP_8,West,27,400,14,379,0,13.95,20.48,0,0,27.24,552.96,376.65,176.31000000000006,-0.23999999999999844,0.23999999999999844,31.88476562500001,99.11894273127754,21,0,14.814814814814815,2024,3,March,Tuesday,1
2024-03-13,SKU_1,WH_1,SUP_8,North,31,369,14,379,0,13.95,20.48,0,0,25.36,634.88,432.45,202.43,5.640000000000001,5.640000000000001,31.884765625,77.7602523659306,-10,1,11.903225806451612,2024,3,March,Wednesday,2
2024-03-14,SKU_1,WH_1,SUP_8,East,25,548,14,379,204,13.95,20.48,0,0,27.04,512.0,348.75,163.25,-2.039999999999999,2.039999999999999,31.884765625,92.45562130177515,169,0,21.92,2024,3,March,Thursday,3
2024-03-15,SKU_1,WH_1,SUP_8,East,29,519,14,379,0,13.95,20.48,0,0,27.05,593.92,404.54999999999995,189.37,1.9499999999999993,1.9499999999999993,31.884765625000007,92.79112754158965,140,0,17.896551724137932,2024,3,March,Friday,4
2024-03-16,SKU_1,WH_1,SUP_8,East,29,490,14,379,0,13.95,20.48,0,0,27.54,593.92,404.54999999999995,189.37,1.4600000000000009,1.4600000000000009,31.884765625000007,94.69862018881626,111,0,16.896551724137932,2024,3,March,Saturday,5
2024-03-17,SKU_1,WH_1,SUP_8,South,25,465,14,379,0,13.95,20.48,0,0,29.98,512.0,348.75,163.25,-4.98,4.98,31.884765625,83.38892595063375,86,0,18.6,2024,3,March,Sunday,6
2024-03-18,SKU_1,WH_1,SUP_8,South,27,438,14,379,0,13.95,20.48,1,0,25.97,552.96,376.65,176.31000000000006,1.0300000000000011,1.0300000000000011,31.88476562500001,96.03388525221409,59,0,16.22222222222222,2024,3,March,Monday,0
2024-03-19,SKU_1,WH_1,SUP_8,West,23,415,14,379,0,13.95,20.48,0,0,25.75,471.04,320.84999999999997,150.19000000000005,-2.75,2.75,31.88476562500001,89.32038834951457,36,0,18.043478260869566,2024,3,March,Tuesday,1
2024-03-20,SKU_1,WH_1,SUP_8,North,25,390,14,379,0,13.95,20.48,0,0,30.77,512.0,348.75,163.25,-5.77,5.77,31.884765625,81.24796880077997,11,0,15.6,2024,3,March,Wednesday,2
2024-03-21,SKU_1,WH_1,SUP_8,North,26,364,14,379,0,13.95,20.48,0,0,22.16,532.48,362.7,169.78000000000003,3.84,3.84,31.884765625000007,82.67148014440433,-15,1,14.0,2024,3,March,Thursday,3
2024-03-22,SKU_1,WH_1,SUP_8,North,26,584,14,379,246,13.95,20.48,0,0,25.21,532.48,362.7,169.78000000000003,0.7899999999999991,0.7899999999999991,31.884765625000007,96.86632288774297,205,0,22.46153846153846,2024,3,March,Friday,4
2024-03-23,SKU_1,WH_1,SUP_8,South,27,557,14,379,0,13.95,20.48,0,0,30.29,552.96,376.65,176.31000000000006,-3.289999999999999,3.289999999999999,31.88476562500001,89.13832948167712,178,0,20.62962962962963,2024,3,March,Saturday,5
2024-03-24,SKU_1,WH_1,SUP_8,North,38,519,14,379,0,13.95,20.48,0,0,33.71,778.24,530.1,248.14,4.289999999999999,4.289999999999999,31.884765625,87.27380599228715,140,0,13.657894736842104,2024,3,March,Sunday,6
2024-03-25,SKU_1,WH_1,SUP_8,West,29,490,14,379,0,13.95,20.48,0,0,31.27,593.92,404.54999999999995,189.37,-2.2699999999999996,2.2699999999999996,31.884765625000007,92.7406459865686,111,0,16.896551724137932,2024,3,March,Monday,0
2024-03-26,SKU_1,WH_1,SUP_8,West,28,462,14,379,0,13.95,20.48,0,0,28.18,573.44,390.59999999999997,182.8400000000001,-0.17999999999999972,0.17999999999999972,31.88476562500001,99.361249112846,83,0,16.5,2024,3,March,Tuesday,1
2024-03-27,SKU_1,WH_1,SUP_8,East,33,429,14,379,0,13.95,20.48,0,0,36.1,675.84,460.34999999999997,215.49000000000007,-3.1000000000000014,3.1000000000000014,31.884765625000007,91.41274238227146,50,0,13.0,2024,3,March,Wednesday,2
2024-03-28,SKU_1,WH_1,SUP_8,North,40,389,14,379,0,13.95,20.48,0,0,34.14,819.2,558.0,261.20000000000005,5.859999999999999,5.859999999999999,31.884765625000007,82.83538371411834,10,0,9.725,2024,3,March,Thursday,3
2024-03-29,SKU_1,WH_1,SUP_8,East,32,357,14,379,0,13.95,20.48,0,0,35.18,655.36,446.4,208.96000000000004,-3.1799999999999997,3.1799999999999997,31.884765625000007,90.96077316657191,-22,1,11.15625,2024,3,March,Friday,4
2024-03-30,SKU_1,WH_1,SUP_8,North,27,793,14,379,463,13.95,20.48,0,0,27.62,552.96,376.65,176.31000000000006,-0.620000000000001,0.620000000000001,31.88476562500001,97.75524981897176,414,0,29.37037037037037,2024,3,March,Saturday,5
2024-03-31,SKU_1,WH_1,SUP_8,North,26,767,14,379,0,13.95,20.48,0,0,24.93,532.48,362.7,169.78000000000003,1.0700000000000003,1.0700000000000003,31.884765625000007,95.70798235058162,388,0,29.5,2024,3,March,Sunday,6
2024-04-01,SKU_1,WH_1,SUP_8,West,32,735,14,379,0,13.95,20.48,0,0,31.76,655.36,446.4,208.96000000000004,0.23999999999999844,0.23999999999999844,31.884765625000007,99.24433249370279,356,0,22.96875,2024,4,April,Monday,0
2024-04-02,SKU_1,WH_1,SUP_8,North,33,702,14,379,0,13.95,20.48,0,0,34.83,675.84,460.34999999999997,215.49000000000007,-1.8299999999999983,1.8299999999999983,31.884765625000007,94.74590869939708,323,0,21.272727272727273,2024,4,April,Tuesday,1
2024-04-03,SKU_1,WH_1,SUP_8,West,28,674,14,379,0,13.95,20.48,0,0,26.36,573.44,390.59999999999997,182.8400000000001,1.6400000000000006,1.6400000000000006,31.88476562500001,93.77845220030349,295,0,24.071428571428573,2024,4,April,Wednesday,2
2024-04-04,SKU_1,WH_1,SUP_8,North,37,637,14,379,0,13.95,20.48,0,0,35.68,757.76,516.15,241.61,1.3200000000000003,1.3200000000000003,31.884765625,96.30044843049326,258,0,17.216216216216218,2024,4,April,Thursday,3
2024-04-05,SKU_1,WH_1,SUP_8,West,33,604,14,379,0,13.95,20.48,0,0,26.24,675.84,460.34999999999997,215.49000000000007,6.760000000000002,6.760000000000002,31.884765625000007,74.23780487804878,225,0,18.303030303030305,2024,4,April,Friday,4
2024-04-06,SKU_1,WH_1,SUP_8,North,33,571,14,379,0,13.95,20.48,0,0,32.07,675.84,460.34999999999997,215.49000000000007,0.9299999999999997,0.9299999999999997,31.884765625000007,97.1000935453695,192,0,17.303030303030305,2024,4,April,Saturday,5
2024-04-07,SKU_1,WH_1,SUP_8,East,31,540,14,379,0,13.95,20.48,0,0,30.63,634.88,432.45,202.43,0.370000000000001,0.370000000000001,31.884765625,98.79203395364023,161,0,17.419354838709676,2024,4,April,Sunday,6
2024-04-08,SKU_1,WH_1,SUP_8,North,50,490,14,379,0,13.95,20.48,1,0,53.2,1024.0,697.5,326.5,-3.200000000000003,3.200000000000003,31.884765625,93.98496240601504,111,0,9.8,2024,4,April,Monday,0
2024-04-09,SKU_1,WH_1,SUP_8,North,35,455,14,379,0,13.95,20.48,0,0,41.43,716.8000000000001,488.25,228.55000000000007,-6.43,6.43,31.884765625000007,84.47984552256818,76,0,13.0,2024,4,April,Tuesday,1
2024-04-10,SKU_1,WH_1,SUP_8,North,32,423,14,379,0,13.95,20.48,0,0,33.89,655.36,446.4,208.96000000000004,-1.8900000000000006,1.8900000000000006,31.884765625000007,94.42313366774859,44,0,13.21875,2024,4,April,Wednesday,2
2024-04-11,SKU_1,WH_1,SUP_8,East,49,374,14,379,0,13.95,20.48,1,0,50.21,1003.52,683.55,319.97,-1.2100000000000009,1.2100000000000009,31.884765625000007,97.59012148974307,-5,1,7.63265306122449,2024,4,April,Thursday,3
2024-04-12,SKU_1,WH_1,SUP_8,South,32,794,14,379,452,13.95,20.48,0,0,36.07,655.36,446.4,208.96000000000004,-4.07,4.07,31.884765625000007,88.7163848073191,415,0,24.8125,2024,4,April,Friday,4
2024-04-13,SKU_1,WH_1,SUP_8,South,27,767,14,379,0,13.95,20.48,0,0,27.61,552.96,376.65,176.31000000000006,-0.6099999999999994,0.6099999999999994,31.88476562500001,97.79065555957986,388,0,28.40740740740741,2024,4,April,Saturday,5
2024-04-14,SKU_1,WH_1,SUP_8,South,29,738,14,379,0,13.95,20.48,0,0,25.47,593.92,404.54999999999995,189.37,3.530000000000001,3.530000000000001,31.884765625000007,86.14055751864939,359,0,25.448275862068964,2024,4,April,Sunday,6
2024-04-15,SKU_1,WH_1,SUP_8,West,28,710,14,379,0,13.95,20.48,1,0,23.78,573.44,390.59999999999997,182.8400000000001,4.219999999999999,4.219999999999999,31.88476562500001,82.25399495374265,331,0,25.357142857142858,2024,4,April,Monday,0
2024-04-16,SKU_1,WH_1,SUP_8,West,30,680,14,379,0,13.95,20.48,0,0,32.48,614.4,418.5,195.89999999999998,-2.479999999999997,2.479999999999997,31.884765625,92.36453201970446,301,0,22.666666666666668,2024,4,April,Tuesday,1
2024-04-17,SKU_1,WH_1,SUP_8,South,19,661,14,379,0,13.95,20.48,0,0,23.71,389.12,265.05,124.07,-4.710000000000001,4.710000000000001,31.884765625,80.13496415014761,282,0,34.78947368421053,2024,4,April,Wednesday,2
2024-04-18,SKU_1,WH_1,SUP_8,South,21,640,14,379,0,13.95,20.48,0,0,19.73,430.08,292.95,137.13,1.2699999999999996,1.2699999999999996,31.884765625,93.56310187531678,261,0,30.476190476190474,2024,4,April,Thursday,3
